id,is_correct,true_label_text,prediction_text,true_label,predicted_label,predicted_label_id,finish_reason,text,error
ynat-v1_dev_01401,True,사회,사회,2,사회,2.0,STOP,동정 한양대 언론정보대학원 총동문회장에 이영만 전 경향신문 사장,
ynat-v1_dev_01402,False,세계,사회,4,사회,2.0,STOP,미국 테마파크 시월드 범고래 사육 중단·쇼도 점차 스톱,
ynat-v1_dev_01403,True,스포츠,스포츠,5,스포츠,5.0,STOP,양키스 투수 헤르만 여자친구 폭행 혐의…PS 출전 불투명,
ynat-v1_dev_01404,False,사회,정치,2,정치,6.0,STOP,교육부 AI 등 온라인 무료 대학강좌 올해 900개로 확대종합,
ynat-v1_dev_01405,True,경제,경제,1,경제,1.0,STOP,엠플러스 중국 업체와 326억원 규모 장비 공급계약,
ynat-v1_dev_01406,False,사회,정치,2,정치,6.0,STOP,전북도 실직자 등 취업 취약계층 1만명에 공공일자리 제공,
ynat-v1_dev_01407,True,생활문화,생활문화,3,생활문화,3.0,STOP,황혜민엄재용의 마지막 춤…관객이 보낸 2천개의 하트 물결,
ynat-v1_dev_01408,True,사회,사회,2,사회,2.0,STOP,바리케이드 부수는 시위대,
ynat-v1_dev_01409,False,세계,생활문화,4,생활문화,3.0,STOP,영국 음악잡지 디제이 맥 아시아판 창간,
ynat-v1_dev_01410,False,세계,,4,,,SAFETY,1차대전 무기묘지서 화학무기인 겨자가스탄 오염 흔적 발견,
ynat-v1_dev_01411,False,정치,세계,6,세계,4.0,STOP,한반도 전개 유력후보 美 핵항모 로널드레이건호는,
ynat-v1_dev_01412,False,생활문화,사회,3,사회,2.0,STOP,서울 나흘째 한파경보…2000년 이후 최장기간 유지,
ynat-v1_dev_01413,False,사회,생활문화,2,생활문화,3.0,STOP,영상 꼭두 이야기 김수안 언젠가는 저도 저승 갈 날이 오겠죠,
ynat-v1_dev_01414,True,세계,세계,4,세계,4.0,STOP,혼돈의 레바논서 이번엔 아운 대통령 지지 집회,
ynat-v1_dev_01415,True,경제,경제,1,경제,1.0,STOP,국제유가·곡물가↓…올해 농업경영비 3.3% 감소 전망,
ynat-v1_dev_01416,True,스포츠,스포츠,5,스포츠,5.0,STOP,미국 야구대표팀 조 지라디 감독 사임…MLB 팀 맡을 듯,
ynat-v1_dev_01417,False,사회,정치,2,정치,6.0,STOP,김해소식 지역공동체 일자리 사업 참여자 모집…25일부터 신청,
ynat-v1_dev_01418,False,세계,경제,4,경제,1.0,STOP,자유경제원 트럼프 당선으로 법인세 인하경쟁…한국만 역행,
ynat-v1_dev_01419,True,경제,경제,1,경제,1.0,STOP,금융당국 회계부정 익명신고 허용…작년 신고포상금 1.2억,
ynat-v1_dev_01420,False,정치,,6,,,SAFETY,北 청천강평남관개 자연흐름식 물길 공사 착수,
ynat-v1_dev_01421,True,생활문화,생활문화,3,생활문화,3.0,STOP,이달의 편집상에 세계일보 엄마가 개학했다 등 4편,
ynat-v1_dev_01422,True,경제,경제,1,경제,1.0,STOP,보해양조·한창제지에 시황변동 조회공시 요구,
ynat-v1_dev_01423,False,사회,,2,,,SAFETY,고창서 시작한 농민수당 전국 확대…고창군 뉴스 1위,
ynat-v1_dev_01424,False,사회,,2,,,SAFETY,경남 모든 초중고교생에 농산물 꾸러미 지원…무상급식비 이용,
ynat-v1_dev_01425,True,사회,사회,2,사회,2.0,STOP,창립 135주년 맞은 배재대…기념식 온라인으로,
ynat-v1_dev_01426,True,사회,사회,2,사회,2.0,STOP,산재사망 노동자 추모하는 참석자들,
ynat-v1_dev_01427,True,스포츠,스포츠,5,스포츠,5.0,STOP,김태형 감독 반슬라이크 콘택트보다 자기 스윙해야,
ynat-v1_dev_01428,False,사회,경제,2,경제,1.0,STOP,편의점 장보기 플랫폼 입지 넓힌다…3단계 격상도 대비,
ynat-v1_dev_01429,True,IT과학,IT과학,0,IT과학,0.0,STOP,늘어나는 섬유 스판덱스로 고출력 구동기 개발 성공,
ynat-v1_dev_01430,False,IT과학,경제,0,경제,1.0,STOP,아이폰8 해외판매 부진…7과 X에 끼어 계륵되나,
ynat-v1_dev_01431,True,생활문화,생활문화,3,생활문화,3.0,STOP,50년간 배우인생 故 윤소정…연극·TV·드라마에서 선굵은 연기,
ynat-v1_dev_01432,False,사회,경제,2,경제,1.0,STOP,삼양홀딩스 윤재엽 부사장 사내이사로 신규 선임,
ynat-v1_dev_01433,False,생활문화,IT과학,3,IT과학,0.0,STOP,28일 새벽에 개기월식…과천과학관 특별관측회 개최,
ynat-v1_dev_01434,True,사회,사회,2,사회,2.0,STOP,편히 쉬렴…가방 속에서 숨져간 초등생 학교에 추모공간,
ynat-v1_dev_01435,True,경제,경제,1,경제,1.0,STOP,인스타그램 우리는 쇼핑·브랜딩 플랫폼…국내 수익화 박차,
ynat-v1_dev_01436,False,사회,,2,,,SAFETY,강원교육청 무료 글꼴 4종 배포,
ynat-v1_dev_01437,True,스포츠,스포츠,5,스포츠,5.0,STOP,영국 해설가들의 쏟아지는 칭찬 손흥민 가장 눈에 띈다,
ynat-v1_dev_01438,False,사회,정치,2,정치,6.0,STOP,김종식 목포시장 의대 유치 기원 릴레이 캠페인 동참,
ynat-v1_dev_01439,True,경제,경제,1,경제,1.0,STOP,신한카드 작년 영업이익 6천841억원…전년 대비 5.8%↓,
ynat-v1_dev_01440,True,사회,사회,2,사회,2.0,STOP,모멘트 수능 대박,
ynat-v1_dev_01441,True,생활문화,생활문화,3,생활문화,3.0,STOP,프로포즈 꽃 칼라 활짝,
ynat-v1_dev_01442,True,경제,경제,1,경제,1.0,STOP,삼성중공업 4천157억원 규모 특수선 3척 수주 계약,
ynat-v1_dev_01443,True,생활문화,생활문화,3,생활문화,3.0,STOP,서울소울페스티벌 1차 라인업 공개…트레이송즈·디자이너,
ynat-v1_dev_01444,True,스포츠,스포츠,5,스포츠,5.0,STOP,맘고생 끝 이재영 다행히 제가 강한 사람입니다,
ynat-v1_dev_01445,False,사회,생활문화,2,생활문화,3.0,STOP,친구들아 안녕 한 달 만의 등교에 설렘 반 걱정 반,
ynat-v1_dev_01446,False,사회,,2,,,SAFETY,둥지 만드는 왜가리,
ynat-v1_dev_01447,True,스포츠,스포츠,5,스포츠,5.0,STOP,구자철 선발로 59분 활약…아우크스부르크 마인츠 꺾고 2연승,
ynat-v1_dev_01448,True,사회,사회,2,사회,2.0,STOP,발언하는 김용서 교사노조연맹 위원장,
ynat-v1_dev_01449,True,생활문화,생활문화,3,생활문화,3.0,STOP,창원 삼귀해안 산책로 4.8㎞ 모두 연결된다,
ynat-v1_dev_01450,True,사회,사회,2,사회,2.0,STOP,강원 발전 공로 동곡상 시상…5명 수상 영예,
ynat-v1_dev_01451,True,정치,정치,6,정치,6.0,STOP,원주 을 김기철 예비후보 구태정치 이제 끝내야,
ynat-v1_dev_01452,True,사회,사회,2,사회,2.0,STOP,집결지 방역하는 구급대원들,
ynat-v1_dev_01453,True,사회,사회,2,사회,2.0,STOP,울산소식 울산종합일보 길거리농구대회 참가비 전액 기부,
ynat-v1_dev_01454,False,정치,IT과학,6,IT과학,0.0,STOP,북한에도 IPTV 등장…망TV 열람기 만방 소개,
ynat-v1_dev_01455,True,경제,경제,1,경제,1.0,STOP,노틸러스효성 신한은행에 셀프뱅킹 솔루션 제공,
ynat-v1_dev_01456,True,정치,정치,6,정치,6.0,STOP,한국형 원격교육 구축 발언하는 유은혜 부총리,
ynat-v1_dev_01457,False,사회,정치,2,정치,6.0,STOP,충남교육청 아산지역 교육감전형 여론조사 6월 시행,
ynat-v1_dev_01458,False,사회,경제,2,경제,1.0,STOP,KT한국광고학회 청춘기氣업UP 공동진행,
ynat-v1_dev_01459,True,스포츠,스포츠,5,스포츠,5.0,STOP,6경기 징계 신시내티 벨 감독 좌충우돌 방황기,
ynat-v1_dev_01460,True,정치,정치,6,정치,6.0,STOP,통일부 북핵·평화 TF 출범…팀장에 김의도종합,
ynat-v1_dev_01461,True,생활문화,생활문화,3,생활문화,3.0,STOP,6년만에 돌아온 뮤지컬 닥터 지바고…류정한·박은태 주역,
ynat-v1_dev_01462,True,사회,사회,2,사회,2.0,STOP,MBC 사장 공모에 김영희·박성제 등 17명 지원,
ynat-v1_dev_01463,False,정치,사회,6,사회,2.0,STOP,전국원양산업노조 제15대 위원장에 염경두 후보 당선,
ynat-v1_dev_01464,False,경제,정치,1,정치,6.0,STOP,3기 신도시 종합정보포털 신설…청약정보 등 제공,
ynat-v1_dev_01465,True,스포츠,스포츠,5,스포츠,5.0,STOP,호물로 1골 1도움 부산 이랜드에 20 완승…3위 껑충,
ynat-v1_dev_01466,False,사회,경제,2,경제,1.0,STOP,정운호 네이처리퍼블릭 대표 경영 복귀…책임경영 필요,
ynat-v1_dev_01467,True,경제,경제,1,경제,1.0,STOP,위클리 스마트 비트코인 아성에 도전하는 이더리움,
ynat-v1_dev_01468,True,사회,사회,2,사회,2.0,STOP,동정 김명애 동덕여대 총장 청렴인 대상 수상,
ynat-v1_dev_01469,True,사회,사회,2,사회,2.0,STOP,초등 온라인개학은 부모개학…하품 생중계에 어머 죄송해요,
ynat-v1_dev_01470,True,스포츠,스포츠,5,스포츠,5.0,STOP,토트넘 아르헨티나 19세 수비수 후안 포이스 영입,
ynat-v1_dev_01471,True,사회,사회,2,사회,2.0,STOP,한국기자협회 검언유착 의혹 채널A 기자들 징계 절차,
ynat-v1_dev_01472,False,사회,정치,2,정치,6.0,STOP,대전시 코로나19 고용유지 소상공인 사회보험료 100억원 지원,
ynat-v1_dev_01473,True,경제,경제,1,경제,1.0,STOP,규제 막차 11월 가계대출 8조 증가…2금융권선 감속,
ynat-v1_dev_01474,True,사회,사회,2,사회,2.0,STOP,소름끼치도록 주도면밀한 박사방 운영자 24세 조주빈,
ynat-v1_dev_01475,True,정치,정치,6,정치,6.0,STOP,나경원 빅텐트 안에서 반정권·반문재인 투쟁 시작해야,
ynat-v1_dev_01476,True,사회,사회,2,사회,2.0,STOP,울산서도 돌봄전담사들 파업…절반 이상은 오후에 복귀,
ynat-v1_dev_01477,False,세계,경제,4,경제,1.0,STOP,미국 신문업계 구글에 화살…뉴스 콘텐츠로 47억 달러 챙겨,
ynat-v1_dev_01478,True,사회,사회,2,사회,2.0,STOP,충청권 NGO 유성기업 사업주 엄중 처벌하라종합,
ynat-v1_dev_01479,True,경제,경제,1,경제,1.0,STOP,대유위니아 에어컨·압력밭솥 등 판매 호조로 사업 다각화,
ynat-v1_dev_01480,True,경제,경제,1,경제,1.0,STOP,1보 코스피 상승 출발…장중 1890선 회복,
ynat-v1_dev_01481,False,사회,경제,2,경제,1.0,STOP,고용노동부 6월 사업체노동력 조사결과 발표,
ynat-v1_dev_01482,True,경제,경제,1,경제,1.0,STOP,1보 코스피 1.7% 급락 출발…2030선도 붕괴,
ynat-v1_dev_01483,False,사회,경제,2,경제,1.0,STOP,KB금융 블룸버그 양성평등 지수 우수기업 선정,
ynat-v1_dev_01484,True,사회,사회,2,사회,2.0,STOP,KBS 검언유착 오보 진상위 뉴스9 보도 책임자들 고발,
ynat-v1_dev_01485,True,스포츠,스포츠,5,스포츠,5.0,STOP,포철고 야구부 해체 추진 보류…다음 교장이 판단,
ynat-v1_dev_01486,True,사회,사회,2,사회,2.0,STOP,택배 노동자 과로사 대책 마련하라,
ynat-v1_dev_01487,True,경제,경제,1,경제,1.0,STOP,신영증권 배급사 뉴 부산행 개봉에 실적호조 기대,
ynat-v1_dev_01488,True,사회,사회,2,사회,2.0,STOP,대전 유치원 실외놀이시설 유해성 중금속 이상무,
ynat-v1_dev_01489,True,사회,사회,2,사회,2.0,STOP,온라인 개학 3학년 입시 준비는,
ynat-v1_dev_01490,False,사회,,2,,,SAFETY,김명수 대법원장 퇴근,
ynat-v1_dev_01491,True,세계,세계,4,세계,4.0,STOP,굴욕겪은 문명대국 중국·그리스 약탈문화재 반환에 합심,
ynat-v1_dev_01492,True,사회,사회,2,사회,2.0,STOP,패션어시 미친 듯이 일해도 월급 97만원…특별근로감독 요청,
ynat-v1_dev_01493,False,사회,정치,2,정치,6.0,STOP,방심위 음란 방송 모르쇠 웹사이트 1곳 폐쇄 의결,
ynat-v1_dev_01494,True,경제,경제,1,경제,1.0,STOP,지난달 서울 전세 심리지수 4년 9개월 만에 최고치,
ynat-v1_dev_01495,True,경제,경제,1,경제,1.0,STOP,정문국 오렌지라이프 사장 총보수 210억원…금융권 1위종합,
ynat-v1_dev_01496,True,사회,사회,2,사회,2.0,STOP,1천만원 이상 배임·횡령한 사학 임원 시정요구 없이 임원 취소,
ynat-v1_dev_01497,False,경제,사회,1,사회,2.0,STOP,올해 들어 임금체불 9천801억원…코로나19 사태에도 3% 감소,
ynat-v1_dev_01498,True,생활문화,생활문화,3,생활문화,3.0,STOP,주말 N 여행 폭염아 물렀거라∼…여름 캠핑 즐기는 고수의 비법,
ynat-v1_dev_01499,True,경제,경제,1,경제,1.0,STOP,외국인 6년여만에 최대 순매수…드디어 돌아오나,
ynat-v1_dev_01500,True,사회,사회,2,사회,2.0,STOP,사망한 이주노동자를 위한 묵념,
ynat-v1_dev_01501,True,경제,경제,1,경제,1.0,STOP,게시판 하나금투 엔지니어링공제조합과 금융자문 MOU,
ynat-v1_dev_01502,True,IT과학,IT과학,0,IT과학,0.0,STOP,네이버 사전 이용자 참여 번역문 100만 건 돌파,
ynat-v1_dev_01503,True,스포츠,스포츠,5,스포츠,5.0,STOP,北 축구 한광성 이탈리아 칼리아리 칼초 정식 입단,
ynat-v1_dev_01504,True,스포츠,스포츠,5,스포츠,5.0,STOP,아시안게임 베트남전 앞둔 태극전사 부상 열외 없이 ...,
ynat-v1_dev_01505,False,사회,정치,2,정치,6.0,STOP,최순실 파문 불똥 튄 육영수 여사 생가…방문객 급감,
ynat-v1_dev_01506,True,경제,경제,1,경제,1.0,STOP,현대차 4월 해외판매 70% 추락 17년 만에 최소…국내선 선방종합,
ynat-v1_dev_01507,False,사회,정치,2,정치,6.0,STOP,영월에 무릉도원이…수주면이 무릉도원면으로 변경,
ynat-v1_dev_01508,False,사회,경제,2,경제,1.0,STOP,라임 피해자 소송 확대…신한금투 이어 대신증권도 고소 추진,
ynat-v1_dev_01509,True,스포츠,스포츠,5,스포츠,5.0,STOP,덕큐리·호호아부지·세ㄴ터…기발한 V리그 올스타 별명,
ynat-v1_dev_01510,True,사회,사회,2,사회,2.0,STOP,4년8개월 만에 만난 대전교육감과 전교조대전지부장,
ynat-v1_dev_01511,True,세계,세계,4,세계,4.0,STOP,안전모와 방독면 착용하는 홍콩 시위대,
ynat-v1_dev_01512,True,사회,사회,2,사회,2.0,STOP,코로나19 확산에 학원 등 교육업 휴업·휴직 1천곳 넘어,
ynat-v1_dev_01513,True,정치,정치,6,정치,6.0,STOP,무제한토론 본회의장 당번표,
ynat-v1_dev_01514,False,사회,경제,2,경제,1.0,STOP,오라클 한국 아·태지역서 SaaS 성장 가능성 큰 국가,
ynat-v1_dev_01515,True,사회,사회,2,사회,2.0,STOP,가족돌봄휴가 비용 받은 직장인 40%는 휴가 10일 다 썼다,
ynat-v1_dev_01516,True,IT과학,IT과학,0,IT과학,0.0,STOP,MWC 스키점프 VR서 1등한 방글라데시 소년 아시나요,
ynat-v1_dev_01517,False,경제,스포츠,1,스포츠,5.0,STOP,SK 힐만 버거·켈리 에이드에 이어 산체스 부리토 출시,
ynat-v1_dev_01518,True,사회,사회,2,사회,2.0,STOP,학교 안전사고로 중증 상해 입은 학생에 치료 중 간병비 지원,
ynat-v1_dev_01519,True,경제,경제,1,경제,1.0,STOP,풀무원 美진출 29년만에 첫 분기 흑자 기록,
ynat-v1_dev_01520,True,경제,경제,1,경제,1.0,STOP,코위버 KT와 207억원 장비 단가계약,
ynat-v1_dev_01521,False,사회,IT과학,2,IT과학,0.0,STOP,소아 체온관리 앱 열나요 휴먼테크놀러지 어워드 수상,
ynat-v1_dev_01522,False,사회,정치,2,정치,6.0,STOP,경북도 올해 공무원 2천261명 선발,
ynat-v1_dev_01523,True,IT과학,IT과학,0,IT과학,0.0,STOP,샤오미 미10라이트 5G KT 직영매장서 AS 받는다,
ynat-v1_dev_01524,False,사회,정치,2,정치,6.0,STOP,임실군 미취학 아동에 현금 10만원 지급,
ynat-v1_dev_01525,False,경제,정치,1,정치,6.0,STOP,생산성향상시설 투자세액공제 중소기업 수혜액·활용 미미,
ynat-v1_dev_01526,True,경제,경제,1,경제,1.0,STOP,국내 21개 기업 충남에 4천억원 투자…1천72명 신규채용,
ynat-v1_dev_01527,True,스포츠,스포츠,5,스포츠,5.0,STOP,올해도 반전 꿈꾸는 롯데…작년 이맘때와 성적 비슷하네요,
ynat-v1_dev_01528,True,경제,경제,1,경제,1.0,STOP,하나은행 기술금융 평가 1위…3년간 혁신금융에 20조 투입,
ynat-v1_dev_01529,True,정치,정치,6,정치,6.0,STOP,한국·바른미래 曺사퇴 공동전선…반문반조 연대 가시화종합,
ynat-v1_dev_01530,True,사회,사회,2,사회,2.0,STOP,등굣길 거리두기 실천,
ynat-v1_dev_01531,True,정치,정치,6,정치,6.0,STOP,홍문표 당·청 관계 바로 안잡으면 낭패당할 것,
ynat-v1_dev_01532,True,경제,경제,1,경제,1.0,STOP,주요 은행 저소득층 대상 예금상품 금리도 줄줄이 인하,
ynat-v1_dev_01533,True,정치,정치,6,정치,6.0,STOP,20대 국회도 특위 남발…상임위 있는데 옥상옥·위인설관,
ynat-v1_dev_01534,True,경제,경제,1,경제,1.0,STOP,KTB투자 OCI 구조조정 효과로 실적 개선 기대…투자의견↑,
ynat-v1_dev_01535,True,정치,정치,6,정치,6.0,STOP,무제한 토론 마치고 의원들과 악수하는 정태옥 의원,
ynat-v1_dev_01536,True,경제,경제,1,경제,1.0,STOP,대신증권 롯데푸드 1Q 실적 기대 웃돌 전망…투자의견↑,
ynat-v1_dev_01537,True,정치,정치,6,정치,6.0,STOP,추미애 기무사 내란 예비음모 행위…해체수준 개혁,
ynat-v1_dev_01538,False,사회,정치,2,정치,6.0,STOP,서울시 고용유지지원금·공공일자리 풀어 1만명 지원,
ynat-v1_dev_01539,False,사회,정치,2,정치,6.0,STOP,박주선 GM공장 폐쇄는 정권 무능이 빚은 일자리 대참사,
ynat-v1_dev_01540,True,사회,사회,2,사회,2.0,STOP,수능 고사장 앞 수험생 차량,
ynat-v1_dev_01541,True,생활문화,생활문화,3,생활문화,3.0,STOP,록 음악이 가미된 판소리 공연은 어떨까,
ynat-v1_dev_01542,True,사회,사회,2,사회,2.0,STOP,등교하는 중3,
ynat-v1_dev_01543,True,사회,사회,2,사회,2.0,STOP,수서고속철 6월부터 역무분야 근로 월 7시간 줄인다,
ynat-v1_dev_01544,True,생활문화,생활문화,3,생활문화,3.0,STOP,길거리 갤러리…목포시 옹벽 노후벽화 새 단장,
ynat-v1_dev_01545,True,경제,경제,1,경제,1.0,STOP,증권업계 한은 양적완화 환영…금융시장 안정 도움,
ynat-v1_dev_01546,True,사회,사회,2,사회,2.0,STOP,등교 실감이 안 나요…등교 수업 앞두고 고3생 기숙사 입실,
ynat-v1_dev_01547,True,사회,사회,2,사회,2.0,STOP,서울아산병원서 코로나19 두번째 확진…같은 병실 환아 보호자종합,
ynat-v1_dev_01548,True,사회,사회,2,사회,2.0,STOP,원주환경청 주민·취약계층 50명 환경지킴이로 선발,
ynat-v1_dev_01549,True,생활문화,생활문화,3,생활문화,3.0,STOP,주말 N 여행 호남권 아셈 문화장관회의 주간 광주 금남로는 문화용광로,
ynat-v1_dev_01550,False,정치,사회,6,사회,2.0,STOP,입관식 마치고 조문하는 윤미향 정의기억연대 대표,
ynat-v1_dev_01551,True,사회,사회,2,사회,2.0,STOP,근로자·사업주·청소년 교육기관 한국고용노동교육원 출범,
ynat-v1_dev_01552,True,경제,경제,1,경제,1.0,STOP,게시판 기업은행 IBK희망디자인 대구 대신동 양말골목 지원,
ynat-v1_dev_01553,True,경제,경제,1,경제,1.0,STOP,대동기어 작년 흑자전환…주당 250원 배당,
ynat-v1_dev_01554,False,사회,,2,,,SAFETY,GS칼텍스 여수공장 무재해 600만 인시 달성,
ynat-v1_dev_01555,True,사회,사회,2,사회,2.0,STOP,2주 휴정기 마친 법원…다시 공판 재개,
ynat-v1_dev_01556,True,경제,경제,1,경제,1.0,STOP,나스닥 5% 폭락…6개월만에 최대폭 하락종합,
ynat-v1_dev_01557,True,경제,경제,1,경제,1.0,STOP,우리은행 4억 호주달러 캥거루채권 발행,
ynat-v1_dev_01558,True,경제,경제,1,경제,1.0,STOP,게시판 NH투자 27일 부동산 투자전략 유튜브 세미나,
ynat-v1_dev_01559,True,경제,경제,1,경제,1.0,STOP,삼영화학 종속회사 삼영중공업 10분의 1 감자 결정,
ynat-v1_dev_01560,True,경제,경제,1,경제,1.0,STOP,9월 회사채 발행 8.9조원…전월대비 55%↑,
ynat-v1_dev_01561,True,사회,사회,2,사회,2.0,STOP,산업단지공단 중소기업 근로자 월세 최대 80% 지원,
ynat-v1_dev_01562,True,생활문화,생활문화,3,생활문화,3.0,STOP,우산 챙기세요 흐리고 비 오는 유둣날…제주·남해안 강풍,
ynat-v1_dev_01563,True,경제,경제,1,경제,1.0,STOP,내년 상반기 채권 등 최종호가수익률 보고회사 확정,
ynat-v1_dev_01564,True,IT과학,IT과학,0,IT과학,0.0,STOP,KIST 권익찬·김광명 박사 3년연속 상위 1% 연구자,
ynat-v1_dev_01565,True,정치,정치,6,정치,6.0,STOP,현기환 김성회 먼저 전화해와 화성갑 불출마 입장 밝혀,
ynat-v1_dev_01566,True,사회,사회,2,사회,2.0,STOP,코로나19 고용위기 고용보험 확대 촉구하는 참석자들,
ynat-v1_dev_01567,True,사회,사회,2,사회,2.0,STOP,세월호 질문에 눈물 글썽인 이선애,
ynat-v1_dev_01568,True,사회,사회,2,사회,2.0,STOP,한파 속 비닐하우스 숙소서 숨진 캄보디아 근로자 사인은 간경화종합2보,
ynat-v1_dev_01569,True,사회,사회,2,사회,2.0,STOP,롯데택배 노조원 배송구역 집하금지…불법 직장폐쇄종합,
ynat-v1_dev_01570,True,생활문화,생활문화,3,생활문화,3.0,STOP,피아니스트 바바얀 12일 금호아트홀서 내한 독주회,
ynat-v1_dev_01571,False,사회,,2,,,SAFETY,양구군 취업준비생에게 구직활동비 20만원 추가 지원,
ynat-v1_dev_01572,False,사회,IT과학,2,IT과학,0.0,STOP,이달의 KIST인 상 7월 수상자에 우성훈 박사,
ynat-v1_dev_01573,False,생활문화,사회,3,사회,2.0,STOP,집중호우로 진천 34호 국도 토사 유출…통행 제한,
ynat-v1_dev_01574,False,사회,,2,,,SAFETY,인문사회 분야 유망 연구자 지원한다…총 120억원 규모,
ynat-v1_dev_01575,True,생활문화,생활문화,3,생활문화,3.0,STOP,日 인기밴드 서치모스 혁오와 6월 합동 내한공연,
ynat-v1_dev_01576,True,세계,세계,4,세계,4.0,STOP,트럼프에 선전포고 어나니머스 사회보장번호·전화번호 공개,
ynat-v1_dev_01577,True,사회,사회,2,사회,2.0,STOP,코로나19 농사도 힘들어요 봄철 영농기 인력난 비상,
ynat-v1_dev_01578,True,경제,경제,1,경제,1.0,STOP,코스피 코로나19 우려에 급락…2200대로 후퇴종합,
ynat-v1_dev_01579,True,사회,사회,2,사회,2.0,STOP,카드뉴스 재채기 한번에 침방울 10만개…100여명에 감기 옮길수도,
ynat-v1_dev_01580,False,사회,경제,2,경제,1.0,STOP,우리도 살아야 한다…조선 5사 사내협력사 뭉친다,
ynat-v1_dev_01581,False,사회,경제,2,경제,1.0,STOP,위메프 주문 다음날 정시 발송건수 800만건 돌파,
ynat-v1_dev_01582,False,세계,경제,4,경제,1.0,STOP,베트남 하노이서 한국베트남 경제 공동위원회 개최,
ynat-v1_dev_01583,True,사회,사회,2,사회,2.0,STOP,醫政 잠정합의안 마련했으나 최종타결 못해…파업 예정대로,
ynat-v1_dev_01584,True,경제,경제,1,경제,1.0,STOP,김형건 SK종합화학 사장 차이나 플라스 2018 방문,
ynat-v1_dev_01585,True,사회,사회,2,사회,2.0,STOP,의료행위 방해하고 간호사에 상처입힌 50대 징역 6월,
ynat-v1_dev_01586,True,경제,경제,1,경제,1.0,STOP,한화투자 SK하이닉스 상반기 실적 호조 기대…매수,
ynat-v1_dev_01587,True,생활문화,생활문화,3,생활문화,3.0,STOP,부산시민공원서 12일 2019 가족사랑 유모차 걷기대회,
ynat-v1_dev_01588,True,스포츠,스포츠,5,스포츠,5.0,STOP,데상트 3대3 농구 2018 코리아 3X3 프리미어 리...,
ynat-v1_dev_01589,True,생활문화,생활문화,3,생활문화,3.0,STOP,신간 인생 우화·어느 하루,
ynat-v1_dev_01590,False,세계,스포츠,4,스포츠,5.0,STOP,96세 英 스쿠버 다이버 다이빙 최고령 기록 비공식 경신,
ynat-v1_dev_01591,True,정치,정치,6,정치,6.0,STOP,鄭 靑 일방적 지시 안먹혀…수평적 당청관계 변할까,
ynat-v1_dev_01592,True,IT과학,IT과학,0,IT과학,0.0,STOP,과기부 제1호 우수 RD 혁신제품에 항바이러스 필터 모듈,
ynat-v1_dev_01593,True,생활문화,생활문화,3,생활문화,3.0,STOP,신간 화엄경청량소,
ynat-v1_dev_01594,True,세계,세계,4,세계,4.0,STOP,캄보디아 훈센 총리 페이스북 댓글 모니터링…가짜뉴스 차단,
ynat-v1_dev_01595,True,정치,정치,6,정치,6.0,STOP,국회의원 후원금 與 쏠림 여전…친문계 한도액 3억원 육박,
ynat-v1_dev_01596,False,사회,경제,2,경제,1.0,STOP,눈물 보인 김우중…대우그룹 성과 평가받는 날 올 것,
ynat-v1_dev_01597,True,세계,세계,4,세계,4.0,STOP,톈안먼 주역 왕단 홍콩 학생들에 역사를 바로 배워라,
ynat-v1_dev_01598,False,사회,정치,2,정치,6.0,STOP,게시판 돌베개 서중석 6월 항쟁 특강 2차례 진행,
ynat-v1_dev_01599,False,세계,경제,4,경제,1.0,STOP,세계 경제 위기 속 글로벌 기업들이 한국을 주목하는 이유,
ynat-v1_dev_01600,True,세계,세계,4,세계,4.0,STOP,브렉시트 제2투표 여론조사서 EU 잔류가 12% 차로 앞서,
ynat-v1_dev_01601,True,생활문화,생활문화,3,생활문화,3.0,STOP,이건음악회 아리랑 편곡 공모전,
ynat-v1_dev_01602,True,사회,사회,2,사회,2.0,STOP,비정규직 26.3% 코로나19 실직 경험…정규직의 6배 넘어,
ynat-v1_dev_01603,False,사회,정치,2,정치,6.0,STOP,이재갑 내년부터 예술인에 고용보험…실업급여 수급 가능,
ynat-v1_dev_01604,False,사회,,2,,,SAFETY,대검찰청 도착한 윤석열 신임 검찰총장,
ynat-v1_dev_01605,False,스포츠,,5,,,SAFETY,쿠르드 침공 터키 축구대표팀 유로 예선서 군대식 경례 논란,
ynat-v1_dev_01606,True,IT과학,IT과학,0,IT과학,0.0,STOP,다음 아고라 15년만에 역사 속으로…소임 다 했다,
ynat-v1_dev_01607,False,생활문화,경제,3,경제,1.0,STOP,휴가는 국내로 ② 관광이 지역경제 특효약,
ynat-v1_dev_01608,True,사회,사회,2,사회,2.0,STOP,순천대 평생교육원 1학기 과정 전면 폐지,
ynat-v1_dev_01609,True,세계,세계,4,세계,4.0,STOP,中인민일보 요정의 땅 중국 화롄 표현에 대만 침 흘리지 마,
ynat-v1_dev_01610,False,생활문화,사회,3,사회,2.0,STOP,비 오면 공기 맑아진다고 장마철에도 미세먼지 나쁨,
ynat-v1_dev_01611,True,사회,사회,2,사회,2.0,STOP,등교수업지원 상황점검 회의,
ynat-v1_dev_01612,True,경제,경제,1,경제,1.0,STOP,현대산업개발 홍제원 아이파크 내달 초 분양,
ynat-v1_dev_01613,True,사회,사회,2,사회,2.0,STOP,추행 혐의 벗고도 징계 진행되자 숨진 교사…공무상 사망 인정,
